x_rep,y_rep,tweet_id,tweets_preprocessed,preProcessed,clusterd,Jackcluster,centroid,important
0.08904704345419949,-0.08124118573029052,'451280656090157056',keep chile friend thought prayer chile earthquake ,keep chile friend thought prayer chile earthquake ,3,0,chile dead earthquake,chile chile earthquake
-0.13604763803980727,-0.21410920472892164,'451281454429769728',resident flee magnitude earthquake strike northern chile ,resident flee magnitude earthquake strike northern chile ,4,0,chile coast dead earthquake magnitude northern people strike tsunami,magnitude earthquake strike northern chile
0.6115439910599378,-0.11118060845618484,'451281747703902208',thought prayforchile ,thought prayforchile ,6,2,chile earthquake magnitude people prayforchile tsunami,prayforchile
-0.14008333097290213,-0.14747192959977623,'451281792809439233',powerful magnitude earthquake chile kill least force evacuation ,powerful magnitude earthquake chile kill least force evacuation ,1,0,chile coast dead earthquake magnitude northern people powerful quake strike tsunami,powerful magnitude earthquake chile
0.01730235683957311,0.29493593818174635,'451281861029793792',pray chile tsunami ,pray chile tsunami ,0,3,chile coast dead earthquake magnitude northern prayforchile quake strike tsunami warning,chile tsunami
-0.1315531244877695,0.11261533385638342,'451281935130583040',tsunami triggering earthquake strike chile kill release ̴̻prisoners ,tsunami triggering earthquake strike chile kill release ̴̻prisoners ,0,2,chile coast dead earthquake magnitude northern prayforchile quake strike tsunami warning,tsunami earthquake strike chile
0.6341324128508863,0.10470773874548797,'451282059923693569',earthquake tsunami prayforchile ,earthquake tsunami prayforchile ,6,2,chile earthquake magnitude people prayforchile tsunami,earthquake tsunami prayforchile
0.48815067430769277,-0.04596975590825696,'451282106111766529',prayforchile stay safe ,prayforchile stay safe ,6,1,chile earthquake magnitude people prayforchile tsunami,prayforchile
-0.1284032538769565,-0.2130588085695157,'451283095946547200',chile earthquake deadly magnitude temblor rock coast ,chile earthquake deadly magnitude temblor rock coast ,2,0,chile coast dead earthquake magnitude northern people strike tsunami,chile earthquake magnitude coast
0.3815762684696812,-0.2682163550662913,'451283243749224449',magnitude earthquake causing person death prayforchile ,magnitude earthquake causing person death prayforchile ,6,1,chile earthquake magnitude people prayforchile tsunami,magnitude earthquake prayforchile
0.5496508497084885,-0.08241052895300029,'451285334920142848',nasa chille papa hope alright prayforchile ,nasa chille papa hope alright prayforchile ,6,1,chile earthquake magnitude people prayforchile tsunami,prayforchile
0.5382043769938503,-0.09732536222837503,'451285364548722688',prayforchile show time trend united kingdom ,prayforchile show time trend united kingdom ,6,1,chile earthquake magnitude people prayforchile tsunami,prayforchile
0.40883683412735056,-0.06184729595903962,'451285444009799681',filipino shall never forget help nation country time help also prayforchile ,filipino shall never forget help nation country time help also prayforchile ,6,1,chile earthquake magnitude people prayforchile tsunami,prayforchile
0.6494237424175178,-0.14158906896384557,'451285505582575616',great thanks ericksonestorn prayforchile include prayer ,great thanks ericksonestorn prayforchile include prayer ,6,1,chile earthquake magnitude people prayforchile tsunami,prayforchile
0.9290117205811621,-0.17969424889216806,'451285570400960512',prayforchile ,prayforchile ,6,1,chile earthquake magnitude people prayforchile tsunami,prayforchile
-0.037687748596186406,-0.0792878764724236,'451285573605789697',since huge earthquake chile aftershock utterly impressed calmly people handling disaster ,since huge earthquake chile aftershock utterly impressed calmly people handling disaster ,2,2,chile coast dead earthquake magnitude northern people strike tsunami,earthquake chile people
0.9290117205811621,-0.17969424889216806,'451285590810435584',prayforchile ,prayforchile ,6,1,chile earthquake magnitude people prayforchile tsunami,prayforchile
0.9290117205811621,-0.17969424889216806,'451285666350239744',prayforchile ,prayforchile ,6,1,chile earthquake magnitude people prayforchile tsunami,prayforchile
-0.019060910068586796,0.06983971591031142,'451285737904672768',strong earthquake occurred chile today meter tsunami going reach coast japan hour tsunami chile ,strong earthquake occurred chile today meter tsunami going reach coast japan hour tsunami chile ,0,2,chile coast dead earthquake magnitude northern prayforchile quake strike tsunami warning,earthquake chile tsunami coast tsunami chile
0.28916336758897015,0.14813576637024378,'451285847049256960',chile earthquake spark tsunami warning evacuation thousand prayforchile ,chile earthquake spark tsunami warning evacuation thousand prayforchile ,0,2,chile coast dead earthquake magnitude northern prayforchile quake strike tsunami warning,chile earthquake tsunami warning prayforchile
-0.03210918194048838,0.1765909607119896,'451285951176650752',president cautious quake kill chile ,president cautious quake kill chile ,5,4,chile coast dead earthquake magnitude northern people quake strike tsunami,quake chile
0.4156530056769043,-0.04638969360682975,'451285984895070208',hope family safe thought family affected hurricane prayforchile ,hope family safe thought family affected hurricane prayforchile ,6,1,chile earthquake magnitude people prayforchile tsunami,prayforchile
-0.041017852962772425,0.3701712241361228,'451286074757632000',tsunami warning earthquake hit chile ,tsunami warning earthquake hit chile ,0,2,chile coast dead earthquake magnitude northern prayforchile quake strike tsunami warning,tsunami warning earthquake chile
0.6021044219409102,-0.08818255878448977,'451286345743233024',being safe harm always prayforchile ,being safe harm always prayforchile ,6,1,chile earthquake magnitude people prayforchile tsunami,prayforchile
0.39250501562274104,-0.0346905168674881,'451286374323191808',prayforchile hoping family friend going move safer place ,prayforchile hoping family friend going move safer place ,6,1,chile earthquake magnitude people prayforchile tsunami,prayforchile
0.9290117205811621,-0.17969424889216806,'451286484625412096',prayforchile ,prayforchile ,6,1,chile earthquake magnitude people prayforchile tsunami,prayforchile
-0.08147479304832322,0.22244681000149158,'451287098990292992',chile earthquake trigger tsunami five dead ,chile earthquake trigger tsunami five dead ,0,2,chile coast dead earthquake magnitude northern prayforchile quake strike tsunami warning,chile earthquake tsunami dead
0.9290117205811621,-0.17969424889216806,'451287464947113984',prayforchile ,prayforchile ,6,1,chile earthquake magnitude people prayforchile tsunami,prayforchile
0.11204205024014417,-0.012538263110898576,'451287576973148160',sending prayer chile chileearthquake ,sending prayer chile chileearthquake ,3,3,chile dead earthquake,chile
0.9290117205811621,-0.17969424889216806,'451289244636438529',prayforchile ,prayforchile ,6,1,chile earthquake magnitude people prayforchile tsunami,prayforchile
0.4095483961113792,-0.17150374974612165,'451289286764032000',chile total earthquake still counting getting left right prayforchile ,chile total earthquake still counting getting left right prayforchile ,6,1,chile earthquake magnitude people prayforchile tsunami,chile earthquake prayforchile
-0.30652219473855247,-0.2774932801025416,'451289361104261120',equity future spike chile earthquake usdjpy momentum ignition ,equity future spike chile earthquake usdjpy momentum ignition ,3,1,chile dead earthquake,chile earthquake
0.00442446464685549,0.004780992343889451,'451289528397864960',picture evacuation chile pretty remarkable best wish ,picture evacuation chile pretty remarkable best wish ,3,3,chile dead earthquake,chile
